unit,cycle,actual_rul,pred_rul,lower_ci,upper_ci,violation_magnitude,outside_ci
24,63,84,120.47078727597082,84.76015625,162.97684782608692,36.47078727597082,True
83,226,67,103.46080055363403,68.05128205128204,149.47499999999997,36.46080055363403,True
28,110,55,91.44151624109969,67.45068181818182,120.58161162560914,36.44151624109969,True
74,125,41,77.4232874792102,49.8195,106.89374999999987,36.4232874792102,True
24,71,76,112.3561416914926,76.99166666666666,141.05633139074752,36.356141691492596,True
24,124,23,59.330101188149236,24.955113636363638,88.200125,36.330101188149236,True
24,102,45,81.25648464953184,49.42166666666667,127.20913461538457,36.25648464953184,True
70,97,40,76.2096850445922,40.36660569105691,118.21868935996733,36.209685044592206,True
28,126,39,75.20835089433098,54.26282051282051,107.33526315789466,36.20835089433098,True
24,60,87,123.13633017340088,89.683125,144.51284157557984,36.13633017340088,True
24,105,42,78.11751386915715,57.316576713159485,96.06378863826231,36.11751386915715,True
24,96,51,87.09663089651485,59.714783653846155,108.26041335453098,36.09663089651485,True
56,178,97,60.90541898723973,33.1525,93.83352272727272,36.09458101276027,True
20,121,113,76.91722122615352,59.03541862591432,97.69287439613524,36.082778773846485,True
24,104,43,78.98983893112114,48.000911458333334,95.80148648648647,35.98983893112114,True
57,108,29,64.8823712153494,32.625,111.86458333333327,35.882371215349394,True
25,20,210,174.12035609605078,154.46773401065957,208.7692857142857,35.879643903949216,True
74,134,32,67.87240557156882,39.98228900255754,97.54342857142855,35.87240557156882,True
78,195,36,71.86143138762736,41.8175,101.2172794117647,35.86143138762736,True
25,42,188,152.20431318417047,133.61820449897752,187.36333333333332,35.79568681582953,True
57,106,31,66.73551564748188,32.475,100.38383207934335,35.735515647481876,True
20,115,119,83.29715916519685,65.03575847229693,110.02556818181816,35.702840834803155,True
86,169,109,73.29898800255744,51.88922483766234,97.89601216948945,35.70101199744256,True
24,86,61,96.65417117420424,62.97575757575758,113.55727016885552,35.65417117420424,True
16,133,76,40.41313621379972,23.357097325870647,60.59931302270011,35.58686378620028,True
24,123,24,59.5501208718404,32.07881944444445,92.77289156626489,35.5501208718404,True
3,111,68,103.53094272392974,68.11875,160.01478690228686,35.53094272392974,True
77,110,44,79.45441919863265,50.61603927986907,111.7976206896551,35.45441919863265,True
28,124,41,76.43863825936333,56.04989825581396,108.4607291666666,35.43863825936333,True
79,160,39,74.42798962025468,47.005833333333335,122.76666666666667,35.42798962025468,True
24,54,93,128.3988543910611,94.18767241379311,166.33305555555555,35.39885439106109,True
24,46,101,136.34035054436168,101.58461538461539,165.11656702757435,35.340350544361684,True
30,149,45,80.32486073953386,63.69056603773585,106.90063736263711,35.32486073953386,True
79,171,28,63.30889405403228,40.32310606060606,85.69482779239416,35.30889405403228,True
83,249,44,79.30810433131073,50.77552083333333,106.14941546762587,35.30810433131073,True
20,126,108,72.71022794246615,53.540847186700766,93.4995833333333,35.28977205753385,True
77,104,50,85.24921869422248,51.7375,119.02692307692308,35.24921869422248,True
24,116,31,66.24158497292683,33.2375,91.31142048135912,35.24158497292683,True
74,120,46,81.1850566858633,52.60548199152542,136.80937499999996,35.1850566858633,True
83,228,65,100.152313299855,67.11709302325582,146.7121753246753,35.152313299854995,True
61,162,23,58.10638776922133,31.878846153846155,93.11590909090906,35.10638776922133,True
24,115,32,67.09486339975372,33.354166666666664,91.24485596707815,35.09486339975372,True
17,129,147,111.94040635033704,83.71081730769231,144.09130434782608,35.05959364966296,True
25,97,133,97.95301873024884,73.49732843137255,131.41875,35.04698126975116,True
78,196,35,70.04098211842832,42.284565217391304,91.80342658278677,35.04098211842832,True
92,113,228,193.0526694020332,135.43863636363636,227.0,34.94733059796681,True
57,105,32,66.9148645138938,32.9125,109.23743686868676,34.914864513893804,True
54,111,146,111.10353433674781,84.07043269230769,129.7186717352415,34.89646566325219,True
25,70,160,125.1043354088886,101.61875691079567,159.88125,34.8956645911114,True
74,114,52,86.85937048886136,57.64053260869565,119.6661060142711,34.85937048886136,True
31,5,229,194.19361879715544,163.31038356164385,226.35104166666665,34.80638120284456,True
45,119,39,73.80448570150446,48.326794871794874,94.71080455259025,34.80448570150446,True
77,123,31,65.75279063344601,36.709375,95.68327922077913,34.75279063344601,True
24,103,44,78.7143400228125,48.394125214408234,120.54249999999995,34.71434002281249,True
24,17,130,164.7003174668445,130.34375,194.67825,34.700317466844496,True
74,130,36,70.57353077479108,41.78382352941176,106.12426556991767,34.57353077479108,True
36,71,87,121.49422118277602,91.4720744680851,150.19048423423425,34.494221182776016,True
99,155,30,64.4005874094109,30.235416666666666,97.64076704545448,34.4005874094109,True
28,128,37,71.33802190943128,51.91836363636364,90.14034438966081,34.338021909431276,True
84,176,91,56.73548161083121,34.65117953431373,89.605,34.26451838916879,True
24,61,86,120.20448359732006,87.475,142.1208205912334,34.20448359732006,True
24,98,49,83.20221095865779,55.922222222222224,104.21106368159204,34.20221095865779,True
54,100,157,122.79895261028871,104.11433189655173,150.69249999999997,34.20104738971129,True
30,167,27,61.125392017854466,36.740218855218856,90.44329710144928,34.125392017854466,True
39,108,20,54.08574391094446,25.690896226415095,91.29963461538459,34.08574391094446,True
54,1,256,221.95531881091327,182.2489247311828,255.2625,34.04468118908673,True
24,59,88,122.03241260256038,90.58796875,145.81754036132997,34.032412602560385,True
54,104,153,118.96779058440103,91.08457255747126,145.32589285714283,34.03220941559897,True
85,67,121,155.02458984080494,122.52604166666667,203.31931114551082,34.024589840804936,True
93,121,34,68.00157933508505,41.30434782608696,115.83080808080804,34.001579335085054,True
5,169,100,66.0045836003063,47.22560344827586,94.21,33.995416399693696,True
25,114,116,82.10363816114442,68.02176063348416,97.09374999999997,33.89636183885558,True
24,26,121,154.8620045813921,122.54444444444444,186.11394865620625,33.862004581392114,True
78,202,29,62.824593085157574,31.774038461538463,86.11736801242235,33.824593085157574,True
30,134,60,93.7303920993331,65.31125365039632,130.34687499999995,33.7303920993331,True
83,104,189,155.27191575939153,114.96174036896365,183.28944444444446,33.72808424060847,True
85,129,59,92.70049290263317,65.09280303030303,123.7942162004662,33.70049290263317,True
29,123,40,73.63950878128753,43.115,97.61249999999995,33.63950878128753,True
79,167,32,65.61444228610263,40.59246820349762,91.24326923076916,33.61444228610263,True
79,158,41,74.60409476372672,41.963750000000005,118.87813092979125,33.60409476372672,True
77,108,46,79.58739415192868,51.97717391304348,120.14642857142847,33.58739415192868,True
77,119,35,68.48165911452588,42.345982142857146,86.78046421663443,33.48165911452588,True
24,79,68,101.44873122844764,68.835625,145.34444444444446,33.44873122844764,True
79,156,43,76.42829598851904,43.983333333333334,131.96499999999997,33.42829598851904,True
20,120,114,80.57200602198336,62.2062424650734,105.95208333333333,33.427993978016644,True
54,112,145,111.60968965844373,79.74403195488722,143.2627693965517,33.39031034155627,True
20,124,110,76.71642300609723,60.242249276759885,94.75879204892965,33.28357699390277,True
78,2,229,195.7863632536278,157.5259375,228.43949074074072,33.2136367463722,True
24,53,94,127.16119342919373,94.18767241379311,152.42615082335328,33.16119342919373,True
92,107,234,200.85778580516845,112.009121370067,233.51548076923075,33.14221419483155,True
98,93,63,96.12432453366128,64.58535714285715,141.86635802469132,33.12432453366128,True
8,66,84,116.91341990708143,87.5698717948718,131.6503165849673,32.91341990708143,True
85,132,56,88.87243058930186,58.046875,135.8593749999998,32.87243058930186,True
24,81,66,98.80233789457571,66.02708333333334,139.85247844827583,32.802337894575714,True
46,117,139,106.20596107324367,78.37804761904762,134.55614754098357,32.79403892675633,True
84,169,98,65.22562358229222,42.32262845849802,93.51340579710143,32.774376417707785,True
92,104,237,204.2541361547439,145.2252285624212,234.68402777777777,32.74586384525611,True
78,192,39,71.71412782462347,48.454846153846155,91.80342658278677,32.714127824623475,True
61,148,37,69.64315032922734,41.02880281690141,133.5625,32.64315032922734,True
8,48,102,134.6367367608649,105.13235294117648,152.115228434404,32.63673676086489,True
84,167,100,67.4602773228647,42.51104651162791,92.01874999999997,32.5397226771353,True
79,168,31,63.517190130460875,32.85,93.03423913043478,32.517190130460875,True
78,189,42,74.50996028809001,49.6179347826087,97.38827670318383,32.509960288090014,True
45,115,43,75.49832722551179,49.19368794326241,94.56172945205478,32.49832722551179,True
24,45,102,134.47105288804104,102.60681818181818,185.69605472097587,32.471052888041044,True
16,101,108,75.542628812032,43.76306785508913,106.45546296296295,32.45737118796799,True
84,177,90,57.546941015577914,38.9734555984556,84.8135918003565,32.453058984422086,True
28,122,43,75.44390241460322,44.976195691858344,99.74639185648053,32.443902414603215,True
20,123,111,78.59728789743001,58.892828663793104,99.48014950166109,32.40271210256999,True
20,122,112,79.64346964042727,59.74565399330464,101.17902131782942,32.35653035957273,True
74,135,31,63.33286068364615,41.221937499999996,82.24619851206677,32.33286068364615,True
89,148,69,101.327893443396,72.43850964043773,144.87049350649346,32.32789344339599,True
24,16,131,163.31352093032132,131.1875,195.36651430842608,32.31352093032132,True
45,112,46,78.29334683708322,50.579166666666666,114.23979198767334,32.29334683708322,True
58,121,26,58.28320539854332,27.19659090909091,103.30624999999984,32.28320539854332,True
46,123,133,100.72032744767,72.28321314102564,129.33460365853657,32.27967255233,True
24,68,79,111.25809150940627,79.64339285714286,141.44657859078592,32.25809150940627,True
25,119,111,78.76643000537803,60.66220419202163,95.52037037037037,32.23356999462197,True
45,120,38,70.06917302067974,46.6390625,88.23603522645577,32.06917302067974,True
89,166,51,83.03808214297169,51.18357142857143,134.06249999999997,32.03808214297169,True
46,3,253,220.99289847555193,186.32481840193705,251.42083333333332,32.007101524448075,True
20,127,107,74.9960929810493,56.38020161290323,96.13925057870368,32.0039070189507,True
58,116,31,62.98982101709897,33.77708333333334,97.95812499999997,31.98982101709897,True
46,107,149,117.02163166229329,93.80341634738186,148.54014423076924,31.978368337706712,True
8,69,81,112.89723604120235,82.07775119617226,128.88864777048047,31.897236041202348,True
24,106,41,72.88729034554399,41.4025,125.29624999999989,31.88729034554399,True
61,152,33,64.87716284642399,37.34085320417287,89.57123655913975,31.877162846423985,True
28,96,69,100.8158496338431,75.76607142857144,133.2977213962508,31.8158496338431,True
25,117,113,81.18836524899932,65.3548989246745,99.98272754137115,31.811634751000682,True
8,64,86,117.7984888005913,89.5075,133.15629468551282,31.7984888005913,True
28,116,49,80.77726483286817,55.43333333333333,101.14929451510334,31.77726483286817,True
2,4,283,251.28954645964987,176.06991379310344,281.58750000000003,31.71045354035013,True
28,94,71,102.69901317019391,74.37260869565218,135.7808927091963,31.699013170193908,True
74,113,53,84.62551981748216,53.94583333333333,113.96198176823175,31.625519817482157,True
28,117,48,79.61117560608815,56.31666666666666,100.21863636363636,31.611175606088153,True
66,133,69,37.40753715951177,17.64581170886076,66.52499999999998,31.59246284048823,True
28,97,68,99.5115847087931,69.02215909090908,136.2499010904178,31.511584708793094,True
92,106,235,203.5781156270274,144.7493595825427,233.93846153846155,31.421884372972613,True
54,3,254,222.5876606055255,182.45666666666668,253.075,31.412339394474486,True
83,105,188,156.62566889895524,123.41986434108527,183.28944444444446,31.37433110104476,True
8,19,131,162.36844735138183,135.31889564336373,179.00734740802673,31.368447351381832,True
87,137,41,72.34775129915343,46.734536891679745,97.47005901995806,31.34775129915343,True
79,154,45,76.33680374725634,46.93615384615385,116.12918745545255,31.33680374725634,True
89,161,56,87.33600849166046,58.82203389830509,134.49254054054052,31.336008491660465,True
19,46,112,143.26028891219434,121.35469527363183,166.264534428795,31.26028891219434,True
58,126,21,52.24574989349924,21.49991379310345,85.75056913116123,31.245749893499237,True
8,65,85,116.23917006649569,88.27788461538462,132.56209620677524,31.23917006649569,True
78,200,31,62.23868311254442,32.3775,90.14957334762036,31.23868311254442,True
28,120,45,76.18968536436101,53.675,99.10591856060606,31.18968536436101,True
54,102,155,123.83799558462292,105.45493710385178,153.9113636363635,31.162004415377083,True
76,133,77,45.84611270547989,31.12808988764045,69.95149563318776,31.15388729452011,True
98,125,31,62.1391923274359,33.855,83.94999999999999,31.1391923274359,True
89,164,53,84.1247470324523,53.918096285435,113.66865512773043,31.124747032452305,True
89,193,24,55.119485123620855,29.657608695652176,85.48143527667982,31.119485123620855,True
24,44,103,134.11898790597536,103.74622093023255,188.51014309764304,31.11898790597536,True
72,166,47,78.09412945460153,48.008700980392156,105.09849246231153,31.09412945460153,True
36,93,65,96.0626277519244,72.58032681420484,111.71849137931032,31.062627751924396,True
81,142,98,66.9512271707734,40.20154279279279,94.41903669724769,31.048772829226607,True
46,103,153,121.95750082643926,100.86228847703465,149.11941176470586,31.042499173560742,True
28,123,42,72.91050679593262,52.38779264214047,88.69816176470587,30.91050679593262,True
28,135,30,60.894656875823436,36.27184265010352,82.75505583126551,30.894656875823436,True
20,134,100,69.13743802669067,51.573348953792504,94.77357954545445,30.862561973309326,True
8,17,133,163.796553726356,134.08829787234043,179.97858847674064,30.796553726355995,True
8,14,136,166.78748057845854,138.386875,183.25585840557537,30.787480578458542,True
85,156,32,62.62418215773004,36.407459677419354,92.86519726247987,30.62418215773004,True
8,11,139,169.614163924316,141.6607057416268,186.58714827586206,30.61416392431599,True
72,163,50,80.60645784479112,50.12163120567376,102.71569411764698,30.606457844791123,True
8,43,107,137.5896935039714,107.49821428571428,154.071821195743,30.589693503971404,True
24,66,81,111.58214628706027,82.6075,153.0358065714064,30.58214628706027,True
83,247,46,76.57855597344147,49.713550724637685,103.62819444444443,30.578555973441468,True
25,111,119,88.43178193533518,70.21192326831209,115.39545454545451,30.56821806466482,True
8,20,130,160.55337543200133,131.825,178.06188501375627,30.55337543200133,True
45,104,54,84.53513992661264,56.31583333333333,114.66327639751552,30.535139926612644,True
98,134,22,52.53442301598327,24.095,78.33026620370369,30.534423015983272,True
59,196,35,65.5294175936654,36.38703703703704,97.4904247391952,30.5294175936654,True
28,121,44,74.51838618576237,54.72940476190476,92.05198142741035,30.518386185762367,True
65,124,29,59.506732646507785,33.92916666666667,91.11563535911597,30.506732646507785,True
22,103,99,68.52187423550929,38.188723958333334,94.59532608695649,30.478125764490713,True
36,94,64,94.4629237480072,67.55416666666667,111.85531733746127,30.4629237480072,True
54,105,152,121.55027885747387,105.90284615384616,143.08708285385495,30.44972114252613,True
93,114,41,71.4316106514375,43.99977272727273,100.4875,30.431610651437495,True
78,177,54,84.40092529027505,54.4149647887324,118.96569431051108,30.400925290275055,True
74,119,47,77.39488014849059,50.925,103.5055991962002,30.394880148490586,True
8,30,120,150.3817350062113,120.75135135135136,174.00282248923145,30.3817350062113,True
28,134,31,61.354937018184344,36.07661290322581,84.10147627271976,30.354937018184344,True
79,153,46,76.33856718977407,51.92857142857143,105.44531796502383,30.338567189774068,True
46,119,137,106.66550915359913,74.81496080139372,135.40937499999998,30.33449084640087,True
46,1,255,224.71085453196636,187.543125,252.26874999999998,30.289145468033638,True
33,176,24,54.26980125318694,29.44889705882353,102.02666666666663,30.26980125318694,True
24,67,80,110.25440249182117,81.16964285714286,146.93949209371635,30.254402491821168,True
78,190,41,71.24587197066973,41.285000000000004,101.52673319327728,30.245871970669725,True
19,43,115,145.23406442427168,125.62944444444445,171.10758358908092,30.23406442427168,True
7,157,102,71.77583276376279,57.23372390239712,97.73203781512602,30.224167236237207,True
19,66,92,122.2222445310812,93.33293029871977,145.15241935483868,30.222244531081202,True
89,145,72,102.2080527624943,76.19894428152493,145.6709745762712,30.208052762494304,True
83,108,185,154.82565822675997,111.70029525824079,183.0630351681957,30.17434177324003,True
98,124,32,62.14453286250471,36.05461538461538,92.7806444444444,30.14453286250471,True
31,1,233,202.88268820346616,183.09288497998736,230.505,30.11731179653384,True
89,165,52,82.11127510082228,53.918096285435,111.88608976538589,30.111275100822283,True
78,1,230,199.9118423156112,181.41062843406593,227.75268366464996,30.08815768438879,True
45,103,55,85.02436528080591,57.24875,114.92152898550724,30.02436528080591,True
25,110,120,89.99206633288823,73.12033360036621,117.39374999999998,30.00793366711177,True
36,95,63,92.9844191465241,65.43362895396812,109.0941091954023,29.984419146524104,True
8,22,128,157.97302134389255,128.285,177.63693696009872,29.973021343892555,True
30,140,54,83.94727817438691,63.61575757575758,118.56426282051281,29.94727817438691,True
93,130,25,54.901597537801074,30.377241847826088,90.02569444444443,29.901597537801074,True
28,125,40,69.89954844980556,50.88090773124713,86.27632458400055,29.899548449805565,True
54,4,253,223.11202818981135,194.0342602948258,252.134375,29.887971810188645,True
36,118,40,69.86731856893886,41.845588235294116,88.29545056213396,29.867318568938856,True
19,47,111,140.85244946272616,114.54166666666667,160.2267399267399,29.852449462726156,True
54,107,150,120.22719762133121,104.93613636363636,140.8799460853258,29.772802378668786,True
28,136,29,58.75948685332839,39.260000000000005,79.30234374999996,29.75948685332839,True
83,246,47,76.74596996102183,51.24423076923077,106.31087889447235,29.745969961021828,True
28,127,38,67.71476679210177,40.86875,89.71374172185429,29.71476679210177,True
46,102,154,124.29277131023318,107.16650905432596,150.44390243902436,29.707228689766822,True
24,122,25,54.67923903504937,26.52771739130435,83.51651785714279,29.67923903504937,True
65,130,23,52.668032078574235,23.365,143.0862499999999,29.668032078574235,True
83,109,184,154.3847237295804,111.15584269662921,182.8442851681957,29.6152762704196,True
28,129,36,65.60793641783299,48.867613636363636,81.56576855639976,29.60793641783299,True
65,127,26,55.595881907814984,26.412499999999998,97.49195171026157,29.595881907814984,True
8,29,121,150.5903482942488,125.4090909090909,168.41841542119565,29.5903482942488,True
19,20,138,167.58863213645708,144.7531001589825,187.65913497390008,29.58863213645708,True
83,106,187,157.42710547193414,130.7514606518283,182.8442851681957,29.57289452806586,True
83,110,183,153.44102239437242,114.77836591033352,182.43249999999998,29.558977605627575,True
59,198,33,62.528887647996,34.88002587579618,92.96148648648648,29.528887647996,True
8,18,132,161.49435699593886,133.99829787234043,179.20203455964324,29.49435699593886,True
8,28,122,151.40362229622215,125.62414141414142,170.77102668017562,29.403622296222153,True
8,63,87,116.35910982478,89.09916666666668,132.56209620677524,29.359109824780006,True
18,125,70,99.35447559252438,74.16810810810811,126.18603468899518,29.35447559252438,True
19,27,131,160.33854344857113,144.01728110599078,186.67434640522876,29.33854344857113,True
94,154,104,74.69296495888874,54.278588285775584,103.71071428571423,29.307035041111263,True
19,45,113,142.26570990941,121.425,160.2267399267399,29.265709909409992,True
15,152,55,84.25718550714794,59.09715544871795,115.79019277845775,29.257185507147938,True
8,15,135,164.24034395866045,135.21710992907802,180.62694892473118,29.240343958660446,True
79,161,38,67.22905644495067,39.7375,94.41733333333333,29.229056444950672,True
45,107,51,80.22791984484417,52.6425,122.24123847167324,29.227919844844166,True
19,22,136,165.22507058859694,143.94125375375376,188.38098870056496,29.225070588596935,True
93,110,45,74.16567849641808,45.555,118.11666666666666,29.16567849641808,True
74,132,34,63.1424928877551,36.989381181502274,88.06617647058818,29.142492887755097,True
74,123,43,72.11047465174543,47.779545454545456,107.76036036036035,29.110474651745434,True
8,35,115,144.06653450561984,115.33125,161.39273701501875,29.066534505619842,True
89,146,71,100.06233810103087,75.50039215686274,143.99761640798226,29.062338101030875,True
46,122,134,104.98842357867252,75.82472362412881,131.2625,29.011576421327476,True
83,107,186,156.99279847563093,125.46766726403823,183.68390624999998,29.007201524369066,True
45,129,29,57.97201244963282,30.0,78.01777081349836,28.97201244963282,True
19,64,94,122.95963788156531,99.62386363636364,145.0099193548387,28.959637881565314,True
20,133,101,72.06817878515379,56.08931597528685,91.49718479071042,28.93182121484621,True
61,159,26,54.89570690705686,29.881926406926407,98.17102581521732,28.895706907056862,True
67,1,312,283.14838530959815,189.55822161709258,311.5,28.851614690401846,True
8,31,119,147.83838114959656,119.4625,166.55723684210525,28.838381149596557,True
28,131,34,62.83345909736916,39.515625,82.46117441038493,28.833459097369158,True
79,155,44,72.82734379011423,48.63092125984252,98.93245820271682,28.827343790114227,True
36,92,66,94.75728246067936,66.80975877192984,110.31893939393939,28.757282460679363,True
20,131,103,74.24766134712777,57.77772661523626,95.00410256410257,28.752338652872226,True
19,69,89,117.74349877870054,92.80657894736842,140.40317682926826,28.74349877870054,True
57,118,19,47.733646870986526,22.665909090909093,78.71562499999999,28.733646870986526,True
45,105,53,81.73011283004068,57.454375,114.32961956521739,28.73011283004068,True
19,42,116,144.7295893257582,125.62944444444445,164.14466362126245,28.729589325758212,True
36,108,50,78.71362776437657,52.88566245318352,95.44051724137928,28.713627764376568,True
46,118,138,109.29914163344623,82.59202488687784,128.88628048780487,28.700858366553774,True
72,160,53,81.68010217553774,56.20294636556105,102.81154214559383,28.68010217553774,True
78,188,43,71.66975606814746,43.01684782608696,95.13965324384787,28.669756068147464,True
3,113,66,94.65435392949011,67.9875,145.70874999999995,28.654353929490114,True
25,116,114,85.35266159524215,69.37873641304348,110.31704545454544,28.647338404757846,True
31,3,231,202.37070183224512,181.24057255244756,226.78888888888886,28.629298167754882,True
24,82,65,93.5809951946207,66.02708333333334,123.43301932010914,28.580995194620698,True
8,76,74,102.57758353344758,75.48447368421053,121.26761363636359,28.57758353344758,True
28,143,22,50.55421513245042,26.825,72.38576190516733,28.554215132450423,True
74,117,49,77.55141766731394,50.65610961365679,104.09660256410255,28.55141766731394,True
36,96,62,90.53867940545575,64.23306486960334,107.72895234409553,28.538679405455753,True
20,128,106,77.46390833287705,63.04505494505494,103.03999999999996,28.536091667122946,True
90,124,30,58.530911054697825,34.80833333333334,91.81448275862068,28.530911054697825,True
65,133,20,48.51722135329635,21.63525641025641,83.6838849954623,28.51722135329635,True
75,128,101,72.50263389460092,51.09408335400645,100.31470672800458,28.49736610539908,True
85,144,44,72.43359152182026,51.87997159090909,94.18521008403361,28.43359152182026,True
8,27,123,151.41069435408824,125.62414141414142,170.77102668017562,28.410694354088236,True
33,142,58,86.38858554586344,59.92752403846154,111.8932986111111,28.388585545863435,True
19,21,137,165.36528170220112,143.66047297297297,186.8751824817518,28.365281702201116,True
93,126,29,57.339089378643685,31.003199404761904,79.36876672613737,28.339089378643685,True
8,13,137,165.33163115364218,138.295,183.25585840557537,28.331631153642178,True
24,120,27,55.30534663862162,31.40457059206246,78.13928571428568,28.30534663862162,True
25,121,109,80.69504263715771,65.76547039291644,98.49963768115941,28.304957362842288,True
85,145,43,71.30292470434468,44.09734449760766,98.21205864928909,28.302924704344676,True
45,117,41,69.30011415460804,45.28769230769231,87.11146788990825,28.30011415460804,True
28,111,54,82.29832131874682,55.14157407407407,116.30007639802812,28.298321318746815,True
20,137,97,68.7122703739979,48.76608108108108,88.45314156945916,28.287729626002104,True
30,172,22,50.284968821570686,26.933333333333334,84.72830955955955,28.284968821570686,True
19,31,127,155.27703084451454,135.26256893382353,175.88366666666664,28.27703084451454,True
22,135,67,38.73896529832712,21.10372549019608,60.97700148257965,28.261034701672877,True
72,150,63,91.25266088430293,63.95073529411765,117.77557971014485,28.252660884302927,True
19,33,125,153.23717647685135,133.7628125,176.02326388888886,28.237176476851346,True
31,59,175,146.78378037611245,120.03779172727847,174.36208333333332,28.216219623887554,True
19,41,117,145.2023827800749,124.2480492030492,166.01805055451533,28.202382780074913,True
19,19,139,167.1960712841854,142.58636363636364,187.13125,28.196071284185393,True
29,116,47,75.18591770744618,50.04439393939394,90.8012541154046,28.18591770744618,True
8,25,125,153.18351057624523,125.73497474747475,174.73444250409398,28.183510576245226,True
89,173,44,72.17170499942257,47.024041811846686,95.40486207857342,28.171704999422573,True
72,155,58,86.16753687403389,60.60961538461539,111.30063765182186,28.167536874033885,True
8,26,124,152.15410701888396,126.0357905982906,170.77102668017562,28.154107018883963,True
74,107,59,87.13357280224359,60.4397131147541,117.81856742697069,28.13357280224359,True
8,12,138,166.12666336974803,138.11599999999999,183.3088851351351,28.12666336974803,True
19,44,114,142.11352659677058,116.76588223097657,163.50399746192895,28.113526596770583,True
11,65,175,146.91314400882356,118.29024288107203,171.98541666666665,28.086855991176435,True
2,3,284,255.9320390880672,180.39636509065056,282.6666666666667,28.0679609119328,True
28,113,52,80.05345869073935,55.693567639257296,102.07856617647056,28.053458690739348,True
19,39,119,147.05084931188625,122.7037370838117,170.63726648215874,28.050849311886253,True
33,178,22,50.03694843313612,28.585,73.04438733376232,28.036948433136118,True
24,125,22,50.01569840706719,26.911,74.67280303030303,28.01569840706719,True
19,23,135,162.9892411538616,144.3883539458186,183.35449013157893,27.9892411538616,True
89,170,47,74.98459463586704,49.53585034013606,113.49516507177027,27.98459463586704,True
77,133,21,48.966809658690515,25.719444444444445,81.58149102263855,27.966809658690515,True
79,143,56,83.9426108462192,56.03975,122.03692660550455,27.942610846219196,True
96,1,335,307.0937940352846,213.7196040372671,334.2104166666667,27.90620596471541,True
19,30,128,155.8514393468872,131.975625,176.84123329721922,27.85143934688719,True
93,136,19,46.844001228510955,20.190454545454546,77.65419556171982,27.844001228510955,True
24,100,47,74.77919646662569,48.155514705882354,101.84822275103524,27.77919646662569,True
28,106,59,86.77044604533252,59.9925,116.23794964028777,27.77044604533252,True
89,175,42,69.75980038561048,44.807162162162165,95.52966280977463,27.759800385610475,True
79,162,37,64.75859976450296,40.0177927927928,86.76996288441138,27.75859976450296,True
28,109,56,83.7553596686254,63.48245792962774,111.045625,27.755359668625402,True
75,108,121,93.24796826418782,68.93701274362819,120.39405023031365,27.75203173581218,True
19,17,141,168.73837323896836,143.72609797297298,187.65913497390008,27.738373238968364,True
75,1,228,200.26572044149327,182.07879139072847,221.2655208333333,27.734279558506728,True
98,122,34,61.69956356068805,36.680142857142854,94.72065217391304,27.69956356068805,True
36,87,71,98.66246991898097,82.4676724137931,110.52299465240641,27.662469918980975,True
87,131,47,74.64565844609912,47.2536525974026,103.73651209677419,27.64565844609912,True
28,114,51,78.64343507107974,62.15833333333333,95.97107558139534,27.643435071079736,True
28,108,57,84.60470742811657,62.875808936825884,106.6270702070207,27.60470742811657,True
74,139,27,54.59436217929974,34.86547619047619,78.50332278481012,27.594362179299743,True
16,2,207,179.41876458734436,162.57960577295623,204.07812499999994,27.581235412655644,True
25,120,110,82.44975966671961,66.01457996200662,104.42372159090907,27.550240333280385,True
19,16,142,169.54647857350741,143.72609797297298,192.792094017094,27.546478573507414,True
28,95,70,97.51724462726902,70.99659090909091,127.80438968183168,27.517244627269022,True
3,91,88,115.5007966780645,90.00458591708592,180.03499999999994,27.500796678064503,True
19,32,126,153.48171157191575,131.1503125,175.2373373493976,27.481711571915753,True
78,4,227,199.5247093927247,179.75189393939394,225.12499999999997,27.475290607275298,True
74,131,35,62.46764608831143,36.43915094339623,99.95869565217392,27.467646088311433,True
33,130,70,97.44219364210568,73.01165254237289,122.17723222086317,27.44219364210568,True
56,194,81,53.55824149230839,30.09476902173913,78.13622448979591,27.44175850769161,True
58,115,32,59.38685592672733,34.60227272727273,85.15851741164239,27.38685592672733,True
78,183,48,75.37763009166855,50.65610961365679,107.11562499999998,27.37763009166855,True
79,147,52,79.36256689906418,54.160563380281694,118.3380791083916,27.362566899064177,True
45,118,40,67.34024165795876,41.29237588652482,91.1031039761794,27.340241657958757,True
84,185,82,54.667010276621575,35.974833720930235,80.4268805309734,27.332989723378425,True
29,109,54,81.32879343164623,55.75704225352113,96.41978383458647,27.328793431646233,True
16,3,206,178.68350545633564,162.9893853645696,198.3019230769231,27.316494543664362,True
33,126,74,101.30278344452493,77.94217540367175,126.8414410058027,27.302783444524934,True
46,147,109,81.7137680874568,62.609650466508846,105.05349999999999,27.2862319125432,True
45,113,45,72.27603823866612,45.94326923076923,92.76170399089845,27.276038238666118,True
19,78,80,107.26570212298057,88.1014705882353,133.86437146892655,27.26570212298057,True
85,142,46,73.26473548925293,48.438139534883724,99.78919438927505,27.264735489252928,True
8,61,89,116.24020306203258,90.08,132.088262723283,27.240203062032577,True
70,111,26,53.21069153269251,32.057584269662925,84.76219353809697,27.210691532692508,True
19,10,148,175.20928442878855,153.91171142369993,193.48837606837608,27.20928442878855,True
45,125,33,60.19835684790581,38.012662337662334,83.92325,27.198356847905814,True
